ID,Age, Income,MaritalSituation,hasKids,EducationalYears,EducationalDegree,Fruits,MeatProduct,FishProduct,SweetProduct,GoldProduct
2167,56,"$84,618.00 ",In couple,No,21,PhD,100,801,21,66,0
2168,73,"$66,375.00 ",In couple,Yes,21,PhD,0,45,0,0,191
2169,64,"$42,213.00 ",In couple,Yes,12,Graduation,3,24,4,3,20
2170,58,,In couple,Yes,12,Graduation,65,196,38,71,124
2171,81,"$51,141.00 ",Alone,No,21,PhD,0,7,0,0,6
2172,41,"$15,072.00 ",In couple,Yes,12,Graduation,2,15,0,10,18
2173,35,"$7,500.00 ",In couple,Yes,8,2n Cycle,11,5,4,6,9
2174,43,"$17,117.00 ",In couple,Yes,8,2n Cycle,23,38,30,18,7
2175,56,"$59,754.00 ",In couple,Yes,12,Graduation,27,44,4,146,139
2176,68,"$65,569.00 ",In couple,Yes,18,Master,46,288,20,38,70
2177,69,"$28,457.00 ",Alone,No,8,2n Cycle,1,108,29,29,14
2178,49,"$86,857.00 ",Alone,No,21,PhD,102,838,133,102,40
2179,49,"$86,857.00 ",Alone,No,21,PhD,102,838,133,102,40
2180,57,"$68,142.00 ",In couple,Yes,12,Graduation,126,196,91,112,37
2181,68,"$48,794.00 ",In couple,Yes,12,Graduation,0,11,3,0,15
2182,57,"$63,404.00 ",In couple,Yes,12,Graduation,26,70,11,44,17
2183,47,"$49,669.00 ",In couple,Yes,8,2n Cycle,5,107,11,8,29
2184,57,"$55,761.00 ",In couple,Yes,12,Graduation,1,12,0,3,32
2185,63,"$78,331.00 ",Alone,Yes,12,Graduation,138,354,160,169,61
2186,48,"$37,971.00 ",In couple,Yes,12,Graduation,4,10,2,2,7
2187,44,"$30,368.00 ",In couple,Yes,12,Graduation,0,13,2,0,2
2188,43,"$34,043.00 ",In couple,Yes,21,PhD,2,14,3,0,10
2189,56,"$54,111.00 ",Alone,Yes,21,PhD,6,54,8,3,50
2190,57,"$69,932.00 ",Alone,Yes,12,Graduation,172,153,150,105,57
2191,40,"$39,665.00 ",In couple,Yes,21,PhD,1,56,0,1,31
2192,67,"$93,404.00 ",In couple,Yes,12,Graduation,15,287,20,0,15
2193,37,"$38,680.00 ",In couple,Yes,12,Graduation,0,36,15,5,12
2194,37,"$24,570.00 ",In couple,Yes,12,Graduation,34,62,11,14,44
2195,54,"$77,766.00 ",In couple,Yes,21,PhD,59,265,115,59,27
2196,54,"$77,766.00 ",In couple,Yes,21,PhD,59,265,115,59,27
2197,63,"$64,961.00 ",In couple,Yes,12,Graduation,114,276,75,124,38
2198,53,"$23,748.00 ",Alone,Yes,18,Master,6,29,12,15,8
2199,57,"$45,989.00 ",Alone,Yes,12,Graduation,33,87,28,24,12
2200,33,"$23,331.00 ",Alone,Yes,8,2n Cycle,20,101,24,15,5
2201,67,"$70,421.00 ",In couple,Yes,21,PhD,28,136,75,14,35
2202,58,"$23,091.00 ",Alone,Yes,21,PhD,0,11,0,0,2
2203,31,"$24,683.00 ",In couple,Yes,8,2n Cycle,4,10,6,7,6
2204,48,"$157,243.00 ",In couple,Yes,21,PhD,2,1582,1,2,1
2205,48,"$54,222.00 ",In couple,Yes,21,PhD,12,31,3,12,7
2206,53,"$73,455.00 ",Alone,No,12,Graduation,61,757,186,163,20
2207,49,"$84,906.00 ",In couple,No,12,Graduation,15,414,99,30,76
2208,49,"$84,906.00 ",In couple,No,12,Graduation,15,414,99,30,76
2209,43,"$47,025.00 ",In couple,Yes,8,2n Cycle,11,59,23,5,29
2210,55,"$44,529.00 ",In couple,Yes,12,Graduation,13,91,17,6,26
2211,47,"$31,560.00 ",Alone,Yes,21,PhD,1,20,4,0,7
2212,38,"$90,687.00 ",Alone,No,21,PhD,17,672,23,34,51
2213,32,"$66,973.00 ",In couple,No,21,PhD,22,432,147,113,102
2214,43,"$41,154.00 ",In couple,Yes,12,Graduation,2,11,2,3,7
2215,53,"$64,590.00 ",In couple,No,12,Graduation,138,168,36,46,30
2216,61,"$50,611.00 ",Alone,Yes,21,PhD,0,24,6,0,4
2217,61,"$50,611.00 ",Alone,Yes,21,PhD,0,24,6,0,4
2218,51,"$83,273.00 ",Alone,Yes,12,Graduation,89,650,16,102,102
2219,41,"$81,702.00 ",Alone,No,12,Graduation,50,774,28,31,187
2220,42,"$24,401.00 ",In couple,No,18,Master,28,217,10,24,115
2221,47,"$42,557.00 ",In couple,Yes,12,Graduation,5,53,0,5,15
2222,36,"$7,500.00 ",In couple,Yes,8,2n Cycle,17,17,13,14,34
2223,45,"$78,416.00 ",In couple,Yes,12,Graduation,38,279,188,38,183
2224,55,"$44,794.00 ",In couple,Yes,12,Graduation,0,7,0,0,4
2225,55,"$44,794.00 ",In couple,Yes,12,Graduation,0,7,0,0,4
2226,47,"$69,719.00 ",Alone,No,12,Graduation,86,208,177,14,43
2227,59,"$62,568.00 ",In couple,Yes,12,Graduation,17,398,80,35,61
2228,52,"$42,231.00 ",In couple,Yes,12,Graduation,0,8,0,1,4
2229,47,"$20,130.00 ",In couple,No,8,2n Cycle,6,3,7,6,12
2230,47,"$20,130.00 ",In couple,No,8,2n Cycle,6,3,7,6,12
2231,48,"$42,429.00 ",Alone,Yes,12,Graduation,0,6,2,0,4
2232,48,"$42,429.00 ",Alone,Yes,12,Graduation,0,6,2,0,4
2233,121,"$36,640.00 ",Alone,Yes,8,2n Cycle,6,8,7,4,25
2234,48,"$78,901.00 ",Alone,Yes,12,Graduation,11,309,33,26,34
2235,45,"$66,476.00 ",Alone,Yes,21,PhD,18,126,47,48,78
2236,44,"$31,056.00 ",In couple,Yes,8,2n Cycle,10,13,3,8,16
2237,45,"$46,310.00 ",Alone,Yes,12,Graduation,2,88,15,5,14
2238,43,"$65,819.00 ",In couple,No,12,Graduation,38,701,149,165,63
2239,52,"$94,871.00 ",In couple,Yes,21,PhD,24,553,188,0,144
